Student_ID,Gender,Age,District,School_Type,Study_Hours_per_Week,Attendance,Parent_Education,Family_Income_BDT,Internet_Access,Private_Tuition,Previous_GPA,SSC_Result,HSC_Result
596,Female,18,Mymensingh,Public,27,79,Higher Secondary,55825,No,Yes,3.51,3.88,3.66
597,Male,18,Sylhet,Private,13,99,Graduate,32195,Yes,No,3.19,4.87,3.04
598,Male,15,Khulna,Public,25,98,Primary,15606,Yes,No,3.2,3.67,3.27
599,Female,18,Sylhet,Private,10,82,Secondary,13956,No,No,3.4,4.64,4.39
600,Female,15,Sylhet,Public,16,91,Primary,26555,Yes,No,5.0,4.64,3.24
601,Male,18,Barisal,Public,6,92,Secondary,34849,Yes,Yes,3.0,4.71,3.46
602,Female,17,Dhaka,Private,7,64,Secondary,28690,No,No,4.28,4.83,3.7
603,Female,16,Barisal,Public,7,93,Higher Secondary,58849,Yes,No,3.28,3.89,4.52
604,Female,15,Dhaka,Private,16,99,Secondary,36347,Yes,Yes,4.84,3.84,4.16
605,Male,18,Rangpur,Private,19,70,Primary,43189,No,No,3.19,4.2,4.38
606,Male,17,Rangpur,Public,13,62,Primary,48308,No,No,4.91,3.9,4.13
607,Male,16,Mymensingh,Private,27,92,Graduate,35785,No,No,4.22,4.6,4.37
608,Female,15,Dhaka,Private,12,70,Primary,59056,No,No,3.0,4.45,3.01
609,Female,16,Chattogram,Public,15,75,Graduate,42698,Yes,Yes,4.79,4.81,4.86
610,Female,17,Rajshahi,Private,20,77,Secondary,25966,Yes,Yes,4.04,3.62,3.22
611,Male,15,Mymensingh,Public,29,89,Primary,41097,No,Yes,3.53,4.87,3.81
612,Female,16,Mymensingh,Public,26,69,Secondary,25882,Yes,Yes,4.53,3.94,4.54
613,Female,18,Chattogram,Public,8,77,Primary,14675,Yes,Yes,4.85,4.24,3.87
614,Female,15,Rajshahi,Public,5,97,Primary,51850,No,No,3.97,4.16,4.89
615,Female,16,Barisal,Private,28,78,Graduate,23009,No,No,3.63,4.64,3.94
616,Male,17,Rajshahi,Public,11,95,Secondary,37843,Yes,Yes,4.58,4.13,4.75
617,Male,17,Barisal,Public,6,72,Primary,39793,No,Yes,4.36,4.92,4.62
618,Female,15,Rangpur,Private,28,62,Higher Secondary,49516,No,Yes,4.78,4.85,4.96
619,Male,16,Sylhet,Public,9,69,Secondary,48871,No,No,4.39,4.81,4.85
620,Male,15,Rangpur,Public,11,97,Secondary,27857,Yes,Yes,3.49,3.61,4.8
621,Female,15,Rangpur,Private,8,60,Secondary,29627,No,No,4.86,4.78,4.46
622,Female,16,Sylhet,Private,9,86,Graduate,28565,Yes,No,3.21,4.67,3.73
623,Male,16,Rajshahi,Private,28,67,Higher Secondary,36025,Yes,No,3.54,3.66,3.21
624,Female,18,Mymensingh,Private,5,76,Secondary,37832,Yes,No,4.04,3.66,4.38
625,Male,16,Rajshahi,Private,5,68,Primary,54116,No,Yes,4.13,3.65,4.96
626,Female,17,Barisal,Private,19,65,Primary,19782,No,No,3.03,3.52,4.45
627,Male,15,Chattogram,Private,24,84,Graduate,48650,No,No,4.56,4.32,4.86
628,Female,15,Barisal,Public,23,98,Primary,32366,No,Yes,3.72,4.96,4.61
629,Male,17,Chattogram,Private,14,87,Secondary,38557,No,No,3.81,4.16,3.33
630,Male,16,Rangpur,Private,22,92,Primary,15798,Yes,No,4.62,4.31,3.5
631,Male,17,Sylhet,Private,7,96,Secondary,19627,Yes,No,3.76,4.95,3.68
632,Female,17,Rangpur,Public,15,68,Primary,51183,Yes,Yes,3.09,3.88,3.34
633,Male,18,Dhaka,Public,19,77,Higher Secondary,22466,No,No,3.35,4.79,4.16
634,Male,17,Rajshahi,Private,15,80,Graduate,52614,Yes,No,4.91,4.32,4.95
635,Female,15,Chattogram,Private,21,61,Graduate,22720,Yes,Yes,3.14,4.35,4.52
636,Female,17,Barisal,Private,21,97,Higher Secondary,51913,No,Yes,3.71,4.01,3.85
637,Male,15,Sylhet,Public,10,99,Higher Secondary,47292,No,No,4.01,4.34,3.01
638,Male,15,Chattogram,Public,9,95,Graduate,16559,Yes,No,3.99,3.61,3.63
639,Female,15,Barisal,Private,12,96,Higher Secondary,50388,Yes,Yes,3.01,4.65,4.05
640,Female,16,Rajshahi,Public,6,74,Secondary,29158,No,No,4.0,3.93,3.65
641,Female,18,Rangpur,Private,20,87,Primary,40916,No,Yes,3.77,4.83,3.22
642,Female,15,Rajshahi,Public,24,77,Graduate,32057,No,No,4.94,4.05,3.89
643,Female,15,Khulna,Public,28,93,Higher Secondary,45892,No,Yes,3.32,3.71,3.51
644,Male,16,Dhaka,Private,16,81,Secondary,51439,Yes,No,3.71,4.54,4.82
645,Female,15,Khulna,Private,10,70,Graduate,21706,Yes,Yes,3.84,3.75,3.2
646,Male,17,Sylhet,Private,5,72,Higher Secondary,22070,No,Yes,3.78,4.63,3.1
647,Male,17,Chattogram,Private,8,63,Graduate,50902,Yes,Yes,4.33,4.95,3.01
648,Male,18,Sylhet,Public,21,81,Higher Secondary,10924,Yes,Yes,3.43,4.67,3.66
649,Female,15,Rangpur,Public,17,66,Graduate,36478,No,Yes,3.44,3.53,4.32
650,Male,16,Barisal,Public,22,83,Secondary,15506,Yes,No,4.46,4.4,4.46
651,Male,17,Rajshahi,Private,9,63,Secondary,56418,Yes,No,4.0,4.54,3.91
652,Female,16,Khulna,Public,28,87,Primary,45163,Yes,Yes,3.83,4.74,4.37
653,Male,16,Mymensingh,Private,28,74,Graduate,34604,No,No,3.34,3.58,3.72
654,Male,17,Khulna,Public,7,60,Primary,25310,No,No,3.38,4.22,4.34
655,Female,16,Rangpur,Private,15,62,Graduate,18226,Yes,No,3.02,4.3,3.08
656,Male,17,Khulna,Private,17,73,Higher Secondary,21781,No,No,3.18,3.75,3.78
657,Male,16,Rangpur,Public,8,97,Higher Secondary,15515,No,No,4.11,3.98,4.58
658,Male,17,Mymensingh,Private,18,60,Primary,46133,No,No,4.78,4.16,4.61
659,Female,15,Sylhet,Private,26,97,Graduate,26972,Yes,Yes,3.57,4.75,4.43
660,Female,18,Rajshahi,Public,15,97,Primary,42092,Yes,No,3.66,4.89,3.41
661,Female,17,Chattogram,Private,14,80,Secondary,21410,No,No,3.23,4.44,3.49
662,Male,17,Barisal,Private,23,88,Primary,29522,Yes,No,3.78,4.09,4.99
663,Male,18,Chattogram,Private,22,64,Primary,19095,Yes,Yes,3.07,3.88,3.21
664,Female,17,Sylhet,Public,10,69,Higher Secondary,33047,Yes,No,4.84,4.97,3.36
665,Male,17,Barisal,Public,19,87,Primary,30470,Yes,No,4.35,4.97,3.26
666,Male,16,Khulna,Private,25,80,Graduate,53129,Yes,No,4.98,4.89,3.66
667,Female,18,Mymensingh,Public,14,66,Higher Secondary,18531,No,Yes,4.77,4.68,3.42
668,Female,15,Mymensingh,Private,9,62,Primary,47038,Yes,No,3.95,3.99,4.0
669,Male,17,Dhaka,Private,9,79,Secondary,32403,Yes,Yes,4.04,4.73,3.95
670,Male,18,Sylhet,Private,14,78,Primary,52674,Yes,No,3.38,4.11,4.8
671,Male,16,Sylhet,Private,9,94,Primary,39122,No,Yes,3.92,3.99,3.07
672,Female,15,Rajshahi,Private,7,63,Primary,26940,No,Yes,4.81,4.62,3.64
673,Female,18,Chattogram,Public,27,64,Higher Secondary,39831,No,Yes,3.1,3.62,4.19
674,Female,15,Sylhet,Private,10,60,Graduate,21279,Yes,No,4.73,3.57,4.21
675,Female,15,Sylhet,Public,8,63,Secondary,48220,No,Yes,3.68,4.17,3.96
676,Male,15,Khulna,Public,22,71,Primary,16477,No,Yes,4.8,4.17,4.63
677,Female,17,Khulna,Private,13,86,Graduate,27400,No,Yes,4.88,4.84,3.13
678,Female,17,Barisal,Private,21,82,Graduate,16470,No,Yes,4.34,3.69,4.63
679,Female,16,Rangpur,Public,17,84,Higher Secondary,12062,Yes,No,4.33,3.68,3.99
680,Female,16,Rangpur,Public,19,80,Secondary,51798,No,No,3.91,3.72,3.27
681,Female,18,Dhaka,Public,24,83,Higher Secondary,29880,No,No,4.67,3.54,4.77
682,Male,16,Rangpur,Private,21,84,Graduate,44581,Yes,No,4.92,3.61,4.3
683,Male,15,Rajshahi,Public,17,91,Graduate,54439,Yes,Yes,4.55,4.49,3.33
684,Female,15,Dhaka,Private,20,91,Graduate,24308,No,No,4.24,4.15,3.07
685,Male,17,Barisal,Private,26,64,Higher Secondary,36027,Yes,Yes,4.21,4.65,3.28
686,Female,15,Khulna,Private,8,95,Secondary,40720,No,No,4.7,4.99,4.22
687,Female,18,Rangpur,Public,9,98,Primary,45081,Yes,No,4.08,4.49,3.36
688,Male,15,Chattogram,Private,9,75,Higher Secondary,19706,Yes,No,4.61,3.58,3.45
689,Male,15,Khulna,Private,13,92,Graduate,19837,No,Yes,4.02,3.66,3.05
690,Female,18,Mymensingh,Private,21,80,Higher Secondary,48599,Yes,No,3.12,4.82,4.45
691,Female,16,Rajshahi,Private,17,68,Graduate,46824,No,No,3.77,4.29,4.62
692,Female,16,Khulna,Private,6,65,Primary,43073,Yes,No,3.89,4.74,4.59
693,Male,18,Rajshahi,Public,17,94,Primary,57115,No,Yes,3.28,4.78,3.26
694,Female,17,Rajshahi,Private,26,98,Secondary,42088,Yes,No,3.2,4.89,4.81
695,Female,15,Rajshahi,Private,25,81,Graduate,38112,Yes,No,4.07,4.92,4.34
696,Female,18,Barisal,Public,27,64,Secondary,36299,Yes,Yes,3.17,4.33,4.8
697,Male,15,Rajshahi,Private,23,82,Secondary,44457,Yes,Yes,3.61,4.01,3.89
698,Female,17,Rajshahi,Public,7,76,Primary,40063,Yes,No,4.49,4.94,3.87
699,Female,15,Mymensingh,Private,14,71,Higher Secondary,13917,No,No,4.93,4.32,4.57
700,Male,18,Chattogram,Public,6,82,Higher Secondary,12936,Yes,No,4.44,3.6,3.19
701,Female,15,Dhaka,Public,17,75,Secondary,46630,No,Yes,4.99,4.46,4.04
702,Female,16,Sylhet,Private,23,62,Primary,24506,No,Yes,4.4,4.38,4.67
703,Male,17,Mymensingh,Private,21,89,Graduate,38805,No,Yes,3.59,4.84,4.66
704,Female,17,Dhaka,Private,25,81,Higher Secondary,24318,Yes,No,4.34,4.48,4.91
705,Male,17,Rajshahi,Public,18,68,Secondary,58068,No,Yes,4.4,4.02,4.4
706,Male,18,Chattogram,Public,16,88,Higher Secondary,36026,Yes,No,3.74,4.95,3.42
707,Female,17,Khulna,Public,25,96,Higher Secondary,37672,No,Yes,3.04,4.7,3.04
708,Female,16,Chattogram,Private,16,82,Graduate,48417,No,Yes,4.41,4.45,3.96
709,Female,18,Mymensingh,Public,15,72,Primary,37281,No,Yes,3.04,3.94,4.03
710,Female,16,Rajshahi,Public,11,91,Graduate,58442,No,No,4.26,4.06,3.48
711,Male,15,Chattogram,Private,8,82,Primary,38091,No,No,3.33,4.5,3.25
712,Female,15,Rangpur,Public,23,76,Higher Secondary,48328,Yes,No,4.13,3.61,4.17
713,Male,15,Chattogram,Public,5,99,Secondary,58219,No,No,4.01,3.89,4.53
714,Female,15,Rajshahi,Private,28,80,Graduate,28610,No,Yes,3.03,4.57,4.99
715,Female,16,Barisal,Public,7,61,Primary,11079,Yes,No,3.73,4.22,4.52
716,Female,18,Rangpur,Private,17,96,Higher Secondary,39850,Yes,Yes,4.2,4.1,4.59
717,Male,18,Chattogram,Private,19,65,Primary,56751,Yes,No,4.7,3.73,4.23
718,Female,17,Sylhet,Private,6,77,Primary,30590,No,No,4.78,4.16,4.97
719,Female,16,Sylhet,Private,15,89,Primary,40951,No,Yes,3.97,4.66,4.28
720,Female,15,Chattogram,Private,8,81,Higher Secondary,25327,No,Yes,4.46,3.9,4.72
721,Female,16,Barisal,Public,23,92,Secondary,22755,No,No,3.63,3.51,4.89
722,Male,17,Khulna,Public,21,89,Secondary,17235,No,No,3.68,4.5,4.86
723,Female,17,Rajshahi,Private,7,76,Secondary,27197,No,Yes,3.39,4.96,3.76
724,Male,16,Sylhet,Private,22,91,Primary,31473,Yes,Yes,4.12,4.41,3.16
725,Male,16,Khulna,Public,12,73,Higher Secondary,12031,Yes,Yes,3.63,3.68,3.34
726,Male,16,Chattogram,Private,26,69,Primary,51282,No,Yes,3.17,3.98,3.12
727,Male,18,Mymensingh,Private,29,95,Secondary,51863,No,Yes,4.37,4.8,3.21
728,Male,15,Khulna,Private,28,93,Secondary,24287,No,No,4.42,3.85,3.37
729,Male,16,Rangpur,Public,23,68,Higher Secondary,48679,No,No,3.72,4.41,3.68
730,Female,16,Dhaka,Public,9,87,Primary,54463,No,No,3.15,4.1,4.09
731,Male,16,Sylhet,Private,11,70,Graduate,42230,Yes,No,3.85,3.81,4.42
732,Male,17,Chattogram,Private,25,73,Graduate,29037,Yes,Yes,3.88,4.72,3.42
733,Male,17,Mymensingh,Public,12,98,Secondary,37052,No,Yes,4.34,4.61,4.35
734,Female,18,Rajshahi,Public,9,78,Higher Secondary,13340,Yes,Yes,3.63,4.49,4.41
735,Female,15,Mymensingh,Private,21,74,Primary,50644,No,No,4.37,3.85,4.12
736,Male,18,Barisal,Private,9,87,Primary,58664,No,Yes,4.74,3.65,4.81
737,Female,15,Rangpur,Public,8,83,Secondary,55203,No,Yes,3.47,4.36,3.22
738,Male,17,Chattogram,Public,26,67,Secondary,11141,Yes,No,4.96,4.33,3.35
739,Male,17,Rajshahi,Public,23,68,Primary,35425,Yes,No,3.77,3.78,3.86
740,Female,17,Barisal,Private,25,92,Primary,29281,No,No,3.53,3.58,3.25
741,Male,18,Barisal,Public,6,92,Secondary,52049,Yes,Yes,3.84,3.62,4.13
742,Female,16,Chattogram,Private,15,78,Primary,30425,Yes,Yes,3.19,4.99,3.8
743,Female,16,Rangpur,Public,26,62,Graduate,44806,No,No,3.25,4.68,3.57
744,Male,17,Khulna,Public,17,69,Secondary,42113,Yes,No,3.83,4.88,3.34
745,Male,16,Khulna,Public,19,99,Primary,14270,Yes,Yes,4.52,3.79,3.67
746,Female,16,Barisal,Public,16,60,Secondary,52814,No,No,4.8,4.94,4.22
747,Male,18,Khulna,Private,26,88,Higher Secondary,14683,No,Yes,4.33,3.71,4.15
748,Male,15,Dhaka,Private,25,93,Secondary,59646,Yes,No,3.21,4.26,3.33
749,Male,17,Barisal,Public,26,72,Secondary,49884,No,No,4.34,4.74,3.25
750,Female,17,Barisal,Private,15,60,Higher Secondary,39809,Yes,No,4.27,4.02,3.05
751,Female,18,Rajshahi,Public,11,93,Graduate,44552,No,Yes,4.61,4.14,3.02
752,Male,18,Khulna,Public,9,88,Primary,13786,No,Yes,4.65,3.69,4.76
753,Female,16,Rangpur,Public,21,72,Higher Secondary,31650,No,No,4.74,3.68,3.09
754,Female,17,Barisal,Public,28,88,Secondary,38706,No,Yes,3.83,4.43,4.46
755,Female,15,Mymensingh,Private,24,98,Primary,19190,Yes,No,4.4,4.51,4.74
756,Female,18,Rangpur,Public,13,83,Higher Secondary,48196,No,No,3.54,4.67,3.2
757,Female,15,Dhaka,Public,18,85,Primary,49449,No,Yes,5.0,4.34,3.87
758,Male,15,Rajshahi,Private,16,76,Primary,49661,No,Yes,3.35,4.47,4.92
759,Male,17,Chattogram,Public,10,66,Higher Secondary,39709,Yes,Yes,3.02,3.52,4.67
760,Male,17,Rangpur,Public,21,72,Primary,55429,Yes,Yes,3.3,3.74,3.98
761,Female,18,Barisal,Public,23,64,Graduate,24892,No,No,4.55,4.98,4.53
762,Female,17,Dhaka,Private,23,85,Higher Secondary,19643,No,Yes,3.89,3.61,4.67
763,Male,17,Sylhet,Public,20,62,Graduate,19943,No,Yes,3.9,4.52,3.7
764,Female,17,Dhaka,Private,16,66,Secondary,53240,No,No,4.91,3.76,4.78
765,Male,15,Dhaka,Public,16,98,Primary,55760,No,No,4.84,4.58,3.94
766,Male,18,Rajshahi,Public,24,60,Secondary,31042,No,No,3.62,4.56,4.06
767,Male,16,Chattogram,Private,10,76,Secondary,53894,Yes,No,3.42,3.85,5.0
768,Female,15,Sylhet,Public,27,84,Primary,16869,No,Yes,4.7,3.9,4.69
769,Female,17,Khulna,Public,8,62,Higher Secondary,50437,No,Yes,4.81,4.48,3.72
770,Male,15,Khulna,Private,10,74,Primary,54306,No,No,4.08,4.09,3.02
771,Male,17,Rangpur,Private,15,88,Secondary,52833,No,No,4.26,3.79,4.25
772,Male,17,Dhaka,Private,5,91,Secondary,30918,No,Yes,3.51,4.6,4.41
773,Male,15,Mymensingh,Private,28,85,Higher Secondary,38379,No,Yes,4.6,3.73,4.3
774,Female,18,Rajshahi,Private,27,75,Primary,52939,Yes,Yes,4.26,4.78,4.94
775,Female,17,Mymensingh,Public,19,84,Secondary,35274,Yes,Yes,4.01,4.27,4.73
776,Male,18,Rajshahi,Private,15,87,Graduate,27696,Yes,Yes,3.12,3.66,3.9
777,Male,16,Khulna,Public,29,68,Secondary,12962,Yes,No,4.83,4.54,3.13
778,Female,17,Rangpur,Public,23,60,Secondary,23851,Yes,No,4.23,4.28,3.95
779,Female,18,Rangpur,Public,22,88,Higher Secondary,55747,Yes,No,3.39,3.95,4.38
780,Male,18,Rangpur,Private,21,81,Graduate,15296,No,No,4.21,4.13,4.22
781,Male,16,Sylhet,Private,23,75,Secondary,24745,No,Yes,4.35,3.95,4.08
782,Male,18,Chattogram,Public,25,66,Secondary,15730,No,No,4.05,3.89,3.94
783,Female,18,Sylhet,Private,18,73,Graduate,23921,No,Yes,4.44,3.75,3.59
784,Female,16,Barisal,Private,22,88,Primary,42894,No,Yes,4.16,4.04,3.55
785,Female,17,Barisal,Private,23,78,Primary,15602,No,Yes,4.9,3.88,4.0
786,Male,18,Mymensingh,Private,19,78,Secondary,27575,Yes,Yes,3.11,4.53,3.32
787,Male,18,Chattogram,Public,19,61,Secondary,29023,No,Yes,3.21,4.53,3.68
788,Female,18,Khulna,Public,8,74,Primary,55349,Yes,Yes,3.35,4.25,3.65
789,Female,15,Chattogram,Private,11,62,Higher Secondary,25997,Yes,Yes,4.38,4.67,4.17
790,Male,16,Rajshahi,Public,17,70,Graduate,27750,No,No,4.29,4.76,3.13
791,Female,15,Barisal,Private,7,89,Graduate,51979,No,Yes,4.78,4.37,4.66
792,Female,16,Dhaka,Private,20,99,Higher Secondary,32837,No,No,4.47,4.43,4.12
793,Male,17,Dhaka,Public,13,77,Higher Secondary,24997,No,No,4.02,3.92,4.34
794,Female,17,Khulna,Public,12,61,Higher Secondary,49439,No,Yes,4.98,4.84,4.41
795,Male,18,Rajshahi,Public,24,91,Higher Secondary,33067,No,Yes,3.53,3.54,3.58
796,Male,16,Mymensingh,Private,17,67,Higher Secondary,55039,No,No,4.67,4.02,3.94
797,Male,17,Sylhet,Public,21,81,Higher Secondary,30923,Yes,No,3.85,4.58,4.91
798,Male,16,Rajshahi,Private,21,65,Graduate,18876,No,No,4.3,3.62,4.53
799,Male,17,Dhaka,Public,21,71,Higher Secondary,12887,No,No,4.45,3.77,4.94
800,Male,15,Dhaka,Public,5,99,Primary,52422,Yes,Yes,4.27,4.38,4.49
801,Male,17,Mymensingh,Private,12,95,Higher Secondary,46854,No,Yes,3.28,4.34,3.35
802,Female,15,Barisal,Private,23,74,Higher Secondary,46948,No,Yes,3.89,4.61,3.13
803,Male,17,Rajshahi,Private,10,87,Graduate,12841,Yes,No,4.12,4.72,4.16
804,Male,18,Rajshahi,Private,7,77,Graduate,38756,No,Yes,4.7,3.69,3.72
805,Female,15,Dhaka,Private,9,61,Higher Secondary,16040,No,No,3.89,3.53,3.55
806,Female,17,Sylhet,Private,17,72,Graduate,20304,No,Yes,4.84,4.53,4.61
807,Female,18,Khulna,Private,19,74,Secondary,40341,No,No,3.88,3.95,3.73
808,Male,15,Rangpur,Private,18,79,Graduate,14758,No,Yes,4.1,4.44,3.63
809,Female,18,Khulna,Public,27,88,Graduate,27010,No,Yes,4.59,3.73,4.7
810,Male,16,Rajshahi,Private,20,88,Graduate,41658,Yes,No,4.17,4.2,4.69
811,Male,16,Khulna,Private,22,62,Graduate,59002,No,No,4.92,4.26,3.71
812,Male,15,Dhaka,Public,26,78,Primary,47782,No,No,4.32,4.38,4.66
813,Male,17,Dhaka,Private,26,62,Primary,11375,Yes,No,4.05,4.27,4.7
814,Female,15,Mymensingh,Public,15,73,Primary,43949,Yes,No,3.05,4.24,3.85
815,Female,18,Rajshahi,Public,7,99,Higher Secondary,32092,No,Yes,3.83,4.0,3.13
816,Male,17,Mymensingh,Private,26,63,Higher Secondary,10490,Yes,No,3.6,3.61,3.0
817,Male,16,Rajshahi,Public,14,70,Secondary,13729,No,Yes,4.5,3.63,4.05
818,Male,17,Rangpur,Private,14,90,Primary,15974,No,Yes,3.42,4.15,3.69
819,Female,16,Rangpur,Public,25,91,Higher Secondary,29680,Yes,Yes,3.41,4.03,4.99
820,Male,17,Barisal,Public,20,86,Graduate,28324,No,Yes,3.38,4.27,4.54
821,Male,17,Rajshahi,Public,16,89,Graduate,41334,No,Yes,3.25,3.96,4.52
822,Female,17,Sylhet,Private,6,61,Primary,31398,Yes,No,3.62,4.53,4.91
823,Female,18,Khulna,Private,13,68,Secondary,44650,Yes,No,4.77,4.8,4.78
824,Male,18,Rajshahi,Public,28,87,Secondary,31292,Yes,Yes,4.55,3.95,3.64
825,Female,15,Chattogram,Public,7,90,Graduate,45755,Yes,Yes,4.47,3.79,3.33
826,Female,15,Barisal,Private,28,93,Secondary,48353,No,No,4.59,3.67,4.49
827,Male,16,Chattogram,Private,29,74,Primary,13159,Yes,No,3.54,4.42,3.76
828,Female,18,Dhaka,Public,19,84,Graduate,42626,Yes,Yes,4.77,4.17,3.95
829,Male,16,Rangpur,Public,7,95,Higher Secondary,39351,Yes,No,3.27,3.78,4.26
830,Female,15,Khulna,Private,23,67,Higher Secondary,47298,Yes,No,3.67,4.48,4.82
831,Male,16,Rajshahi,Private,22,68,Secondary,27065,Yes,No,4.17,3.72,3.84
832,Male,15,Chattogram,Private,12,96,Graduate,31638,No,Yes,3.21,4.33,4.57
833,Male,18,Khulna,Private,21,98,Graduate,11073,Yes,No,4.46,4.29,3.54
834,Female,17,Dhaka,Private,12,91,Higher Secondary,56511,No,Yes,3.77,4.6,4.4
835,Male,18,Rangpur,Public,11,76,Graduate,28771,Yes,Yes,4.57,3.58,3.0
836,Female,16,Sylhet,Private,11,94,Graduate,45461,Yes,Yes,3.99,4.83,4.74
837,Male,16,Barisal,Public,7,96,Graduate,52330,Yes,Yes,3.36,4.55,3.06
838,Male,18,Khulna,Private,5,78,Secondary,39320,Yes,Yes,4.47,3.82,4.43
839,Female,18,Khulna,Public,8,88,Graduate,14340,Yes,No,3.5,3.78,3.09
840,Male,15,Sylhet,Private,29,66,Primary,44924,Yes,Yes,3.98,4.15,3.53
841,Male,16,Khulna,Private,9,87,Secondary,26184,Yes,Yes,3.15,4.73,3.99
842,Female,16,Dhaka,Public,5,68,Graduate,50734,Yes,Yes,4.24,4.76,3.84
843,Male,18,Dhaka,Public,19,87,Graduate,12580,No,No,4.33,4.28,3.38
844,Male,17,Sylhet,Private,9,65,Primary,50025,Yes,No,3.76,4.79,3.67
845,Male,16,Barisal,Private,17,88,Secondary,38967,No,No,4.91,3.51,4.46
846,Male,17,Rajshahi,Private,12,76,Higher Secondary,12159,Yes,No,4.75,3.55,4.34
847,Female,18,Chattogram,Private,12,75,Higher Secondary,58940,No,No,4.42,4.87,3.14
848,Female,18,Rajshahi,Private,9,82,Secondary,23900,Yes,No,4.43,4.66,4.49
849,Male,15,Khulna,Public,13,90,Graduate,21440,Yes,No,3.5,4.18,3.11
850,Female,16,Chattogram,Public,5,62,Graduate,24678,Yes,Yes,4.31,4.63,4.09
851,Male,17,Mymensingh,Private,8,80,Higher Secondary,57204,No,Yes,3.4,4.93,3.52
852,Female,15,Sylhet,Public,7,85,Higher Secondary,22021,No,No,3.29,4.66,4.18
853,Male,16,Sylhet,Public,6,95,Higher Secondary,16772,No,Yes,5.0,4.76,3.52
854,Male,15,Barisal,Public,12,96,Primary,11627,No,Yes,4.24,4.64,4.97
855,Male,18,Chattogram,Private,27,81,Higher Secondary,54432,Yes,No,3.86,3.75,3.62
856,Male,16,Dhaka,Public,13,71,Primary,18219,Yes,Yes,3.58,4.75,3.48
857,Male,15,Chattogram,Private,6,72,Secondary,33464,Yes,Yes,4.21,3.79,3.56
858,Male,15,Khulna,Public,18,70,Graduate,40232,No,No,3.1,4.84,4.79
859,Female,17,Dhaka,Private,18,75,Higher Secondary,52481,Yes,Yes,3.19,4.19,4.27
860,Male,15,Rangpur,Public,8,67,Graduate,18488,No,No,3.07,4.52,4.46
861,Female,16,Rangpur,Private,10,99,Graduate,44949,No,No,4.0,4.25,4.84
862,Male,16,Mymensingh,Private,15,99,Higher Secondary,54362,No,Yes,4.2,3.64,4.82
863,Female,17,Rangpur,Public,7,61,Higher Secondary,49932,No,Yes,3.12,3.94,4.48
864,Female,16,Sylhet,Private,12,89,Secondary,28981,No,Yes,4.44,4.98,3.4
865,Female,18,Chattogram,Private,7,89,Primary,10901,Yes,No,3.46,4.94,4.69
866,Male,16,Rangpur,Private,18,71,Primary,32444,No,No,4.37,3.98,3.41
867,Male,16,Rajshahi,Private,17,69,Graduate,52058,No,No,4.96,4.99,4.49
868,Female,15,Barisal,Private,17,70,Higher Secondary,28061,Yes,Yes,4.38,4.77,4.37
869,Male,15,Rajshahi,Private,6,74,Secondary,12881,No,Yes,4.77,4.42,4.52
870,Female,16,Rangpur,Private,17,75,Secondary,39863,No,No,4.9,3.56,4.07
871,Male,17,Mymensingh,Private,23,76,Secondary,55826,Yes,Yes,3.97,4.85,4.28
872,Female,15,Barisal,Public,10,85,Secondary,15622,Yes,Yes,4.4,4.34,4.91
873,Female,17,Khulna,Public,20,61,Secondary,11378,Yes,No,4.7,4.8,3.2
874,Male,16,Rajshahi,Private,6,71,Primary,27632,No,No,3.71,4.75,3.62
875,Female,16,Mymensingh,Private,12,85,Primary,38311,Yes,Yes,3.52,4.75,4.22
876,Male,18,Chattogram,Public,21,82,Primary,15650,Yes,No,4.89,4.55,4.93
877,Female,15,Chattogram,Public,27,77,Higher Secondary,55201,Yes,Yes,4.45,3.94,3.19
878,Female,16,Rajshahi,Public,6,91,Graduate,52224,No,No,3.44,4.0,3.05
879,Male,18,Rangpur,Private,14,97,Secondary,17036,Yes,No,3.9,3.96,3.11
880,Male,15,Mymensingh,Public,20,62,Higher Secondary,49255,No,No,4.59,3.53,3.1
881,Male,16,Chattogram,Private,10,97,Secondary,32499,No,Yes,4.09,4.37,4.82
882,Female,16,Khulna,Private,6,62,Primary,47016,Yes,Yes,4.3,4.55,4.44
883,Male,15,Dhaka,Public,6,89,Higher Secondary,14603,No,No,4.51,4.78,4.35
884,Female,15,Rangpur,Private,17,60,Primary,37773,No,No,4.24,3.71,4.05
885,Female,15,Mymensingh,Private,28,89,Secondary,29937,Yes,No,4.08,4.32,4.56
886,Male,16,Khulna,Private,19,91,Secondary,22632,No,Yes,4.5,3.51,3.31
887,Male,16,Mymensingh,Private,6,87,Graduate,40607,Yes,No,4.46,3.64,3.78
888,Female,18,Barisal,Public,11,80,Secondary,36337,No,No,4.26,3.58,3.98
889,Female,17,Khulna,Public,7,72,Primary,10220,No,No,3.72,4.59,3.22
890,Male,15,Rangpur,Private,12,86,Secondary,56994,Yes,No,3.81,3.62,3.84
891,Male,16,Barisal,Private,27,95,Graduate,14818,Yes,Yes,4.94,4.57,3.63
892,Male,16,Rangpur,Public,18,66,Graduate,17349,No,Yes,3.22,3.87,3.07
893,Male,15,Chattogram,Private,28,81,Primary,15618,No,No,3.54,4.82,3.27
894,Male,17,Dhaka,Public,27,69,Higher Secondary,37464,Yes,Yes,3.98,4.72,4.53
895,Female,15,Rangpur,Private,26,98,Secondary,52624,No,Yes,4.67,4.94,3.04
